Netzbetreiber;Anlagenart;Bestand_2024.0;Prognosen_2030.0;Prognosen_2035.0;Prognosen_2045.0;Anmerkungen_2045.0;Planungsregion;Prognose_2030.0;Prognose_2035.0;Prognose_2045.0;Verteilnetzbetreiber_Bestand;Verteilnetzbetreiber_Prognosen Basisszenario;Verteilnetzbetreiber_Prognosen Basisszenario_1;Verteilnetzbetreiber_Prognosen Basisszenario_2;Verteilnetzbetreiber_Prognosen Effizienzszenario;Verteilnetzbetreiber_Prognosen Effizienzszenario_1;Verteilnetzbetreiber_Prognosen Effizienzszenario_2;Verteilnetzbetreiber_Anmerkungen;Übertragungsnetzbetreiber_Szenario A;Übertragungsnetzbetreiber_Szenario A_1;Übertragungsnetzbetreiber_Szenario B;Übertragungsnetzbetreiber_Szenario B_1;Übertragungsnetzbetreiber_Anmerkungen
VSE Verteilnetz GmbH;Windenergie an Land;111.125;;;;;West;357.1;456.1;727.1;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Sonstige erneuerbare Erzeugung;38.84;;;;;West;45.7;45.7;45.7;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Konventionelle Kraftwerke;550.152;;;;;West;787.0;356.0;358.6;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);27.0;;;;;West;67.0;124.0;278.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.3;;;;;West;1.0;26.0;55.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Elektromobilität;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);419.0;;;;;West;1185.0;1205.0;1245.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;0.0;51.5;51.5;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Elektrolyseure;0.0;;;;;West;160.0;260.5;260.5;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Kleinbatteriespeicher (< 1 MW);28.5;;;;;West;39.0;51.0;70.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Großbatteriespeicher (ab 1 MW);45.0;;;;;West;336.75;553.5;992.0;;;;;;;;;;;;;
VSE Verteilnetz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Westnetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);9316.019475582132;;;;;West;17306.128686836906;24705.57638185031;29602.750543615715;;;;;;;;;;;;;
Westnetz GmbH;Photovoltaik Freifläche (MWp);1528.3688741236913;;;;;West;4623.803447491568;10074.408923708006;15924.018249200773;;;;;;;;;;;;;
Westnetz GmbH;Windenergie an Land;10157.583048031403;;;;;West;17434.57520376327;20487.99779237195;24422.83788144251;;;;;;;;;;;;;
Westnetz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
Westnetz GmbH;Sonstige erneuerbare Erzeugung;1243.5515;;;;;West;1351.2063571428553;1140.7154999999998;824.317499999999;;;;;;;;;;;;;
Westnetz GmbH;Konventionelle Kraftwerke;6202.115683000001;;;;;West;6199.395968714286;5939.150540142857;5633.552073000001;;;;;;;;;;;;;
Westnetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);697.09836;;;;;West;2534.977045494853;4329.401653376773;7580.428836424927;;;;;;;;;;;;;
Westnetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;66.56947999999984;;;;;West;235.2048399526409;914.7464165675686;1678.4154796319772;;;;;;;;;;;;;
Westnetz GmbH;Elektromobilität;1783.1432;;;;;West;14963.122177112353;42668.88594165172;79412.73460857177;;;;;;;;;;;;;
Westnetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);11030.562024868008;;;;;West;11750.562024868008;14150.562024868008;15365.562024868008;;;;;;;;;;;;;
Westnetz GmbH;Stand-alone Rechenzentren;217.361;;;;;West;1911.9418;5369.69924;10568.258632000001;;;;;;;;;;;;;
Westnetz GmbH;Elektrolyseure;17.0;;;;;West;732.0;1655.5;5363.0;;;;;;;;;;;;;
Westnetz GmbH;Kleinbatteriespeicher (< 1 MW);1717.111989;;;;;West;4955.728110436124;7312.12751705546;10063.150169105364;;;;;;;;;;;;;
Westnetz GmbH;Großbatteriespeicher (ab 1 MW);414.465;;;;;West;2081.14;4257.5;8482.92;;;;;;;;;;;;;
Westnetz GmbH;Pumpspeicher;162.0;;;;;West;162.0;162.0;162.0;;;;;;;;;;;;;
WSW Netz GmbH;Photovoltaik auf oder an Gebäuden (MWp);66.4;;;;;West;162.81999999999996;259.2399999999999;471.3639999999998;;;;;;;;;;;;;
WSW Netz GmbH;Photovoltaik Freifläche (MWp);0.0;;;;;West;3.2;9.0;9.0;;;;;;;;;;;;;
WSW Netz GmbH;Windenergie an Land;0.6;;;;;West;0.6;0.6;0.6;;;;;;;;;;;;;
WSW Netz GmbH;Windenergie auf See;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
WSW Netz GmbH;Sonstige erneuerbare Erzeugung;1.725;;;;;West;1.6393984962406016;1.2456315789473686;0.6536842105263159;;;;;;;;;;;;;
WSW Netz GmbH;Konventionelle Kraftwerke;176.8;;;;;West;176.8;147.8;147.8;;;;;;;;;;;;;
WSW Netz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);7.18;;;;;West;25.94940294385423;70.55852592965414;159.77677190125394;;;;;;;;;;;;;
WSW Netz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;West;18.73459752363445;63.260998684142336;152.31380100515813;;;;;;;;;;;;;
WSW Netz GmbH;Elektromobilität;30.467;;;;;West;143.30351000000002;411.48134000000005;947.837;;;;;;;;;;;;;
WSW Netz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);309.0;;;;;West;309.0;234.0;234.0;;;;;;;;;;;;;
WSW Netz GmbH;Stand-alone Rechenzentren;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
WSW Netz GmbH;Elektrolyseure;1.0;;;;;West;2.0;2.0;2.0;;;;;;;;;;;;;
WSW Netz GmbH;Kleinbatteriespeicher (< 1 MW);16.41;;;;;West;24.75872798550877;66.80471485811388;156.5381666038147;;;;;;;;;;;;;
WSW Netz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;West;10.0;40.0;70.0;;;;;;;;;;;;;
WSW Netz GmbH;Pumpspeicher;0.0;;;;;West;0.0;0.0;0.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Photovoltaik auf oder an Gebäuden (MWp);256.0;;;;;Südwest;406.0;613.0;973.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Photovoltaik Freifläche (MWp);6.0;;;;;Südwest;161.0;291.0;401.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Windenergie an Land;28.0;;;;;Südwest;82.0;150.0;287.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Sonstige erneuerbare Erzeugung;18.0;;;;;Südwest;9.0;7.0;5.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Konventionelle Kraftwerke;150.0;;;;;Südwest;44.0;17.0;0.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Wärmepumpen (für dezentrale Wärmelösungen);11.0;;;;;Südwest;113.0;199.0;343.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;Südwest;40.0;73.0;138.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Elektromobilität;47.0;;;;;Südwest;714.0;1274.0;1907.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);264.0;;;;;Südwest;372.0;472.0;659.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Stand-alone Rechenzentren;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Elektrolyseure;2.0;;;;;Südwest;2.0;2.0;2.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Kleinbatteriespeicher (< 1 MW);51.0;;;;;Südwest;164.0;229.0;370.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;Südwest;37.0;68.0;130.0;;;;;;;;;;;;;
badenovaNETZE GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
FairNetz GmbH;Photovoltaik auf oder an Gebäuden (MWp);127.0;;;;;Südwest;308.0;414.0;530.0;;;;;;;;;;;;;
FairNetz GmbH;Photovoltaik Freifläche (MWp);0.0;;;;;Südwest;51.0;102.0;153.0;;;;;;;;;;;;;
FairNetz GmbH;Windenergie an Land;0.0;;;;;Südwest;28.0;28.0;28.0;;;;;;;;;;;;;
FairNetz GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
FairNetz GmbH;Sonstige erneuerbare Erzeugung;11.0;;;;;Südwest;12.0;12.0;10.0;;;;;;;;;;;;;
FairNetz GmbH;Konventionelle Kraftwerke;23.0;;;;;Südwest;21.0;21.0;9.0;;;;;;;;;;;;;
FairNetz GmbH;Wärmepumpen (für dezentrale Wärmelösungen);31.0;;;;;Südwest;197.0;293.0;415.0;;;;;;;;;;;;;
FairNetz GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;Südwest;38.0;52.0;114.0;;;;;;;;;;;;;
FairNetz GmbH;Elektromobilität;70.0;;;;;Südwest;227.0;717.0;1341.0;;;;;;;;;;;;;
FairNetz GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);145.0;;;;;Südwest;225.0;238.0;236.0;;;;;;;;;;;;;
FairNetz GmbH;Stand-alone Rechenzentren;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
FairNetz GmbH;Elektrolyseure;0.0;;;;;Südwest;8.0;15.0;27.0;;;;;;;;;;;;;
FairNetz GmbH;Kleinbatteriespeicher (< 1 MW);28.0;;;;;Südwest;92.0;140.0;199.0;;;;;;;;;;;;;
FairNetz GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;Südwest;24.0;31.0;34.0;;;;;;;;;;;;;
FairNetz GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
MVV Netze GmbH;Photovoltaik auf oder an Gebäuden (MWp);169.0;;;;;Südwest;273.75;378.5;588.0;;;;;;;;;;;;;
MVV Netze GmbH;Photovoltaik Freifläche (MWp);7.0;;;;;Südwest;45.0;83.0;159.0;;;;;;;;;;;;;
MVV Netze GmbH;Windenergie an Land;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
MVV Netze GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
MVV Netze GmbH;Sonstige erneuerbare Erzeugung;6.0;;;;;Südwest;6.0;6.0;6.0;;;;;;;;;;;;;
MVV Netze GmbH;Konventionelle Kraftwerke;199.0;;;;;Südwest;175.0;150.0;100.0;;;;;;;;;;;;;
MVV Netze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);38.0;;;;;Südwest;82.0;154.0;249.0;;;;;;;;;;;;;
MVV Netze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;10.0;;;;;Südwest;170.0;180.0;320.0;;;;;;;;;;;;;
MVV Netze GmbH;Elektromobilität;58.0;;;;;Südwest;436.0;717.0;1068.0;;;;;;;;;;;;;
MVV Netze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);457.0;;;;;Südwest;457.0;457.0;457.0;;;;;;;;;;;;;
MVV Netze GmbH;Stand-alone Rechenzentren;0.0;;;;;Südwest;65.0;109.0;214.0;;;;;;;;;;;;;
MVV Netze GmbH;Elektrolyseure;0.0;;;;;Südwest;0.0;14.0;14.0;;;;;;;;;;;;;
MVV Netze GmbH;Kleinbatteriespeicher (< 1 MW);28.0;;;;;Südwest;67.75;107.5;187.0;;;;;;;;;;;;;
MVV Netze GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;Südwest;50.0;150.0;200.0;;;;;;;;;;;;;
MVV Netze GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
naturenergie netze GmbH;Photovoltaik auf oder an Gebäuden (MWp);504.0;;;;;Südwest;844.0;1185.0;1462.0;;;;;;;;;;;;;
naturenergie netze GmbH;Photovoltaik Freifläche (MWp);68.0;;;;;Südwest;326.0;609.0;851.0;;;;;;;;;;;;;
naturenergie netze GmbH;Windenergie an Land;58.0;;;;;Südwest;124.0;177.0;260.0;;;;;;;;;;;;;
naturenergie netze GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
naturenergie netze GmbH;Sonstige erneuerbare Erzeugung;102.8;;;;;Südwest;100.0;97.0;95.0;;;;;;;;;;;;;
naturenergie netze GmbH;Konventionelle Kraftwerke;67.0;;;;;Südwest;57.0;52.0;38.0;;;;;;;;;;;;;
naturenergie netze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);80.0;;;;;Südwest;376.0;885.0;1074.0;;;;;;;;;;;;;
naturenergie netze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;1.0;;;;;Südwest;3.0;4.5;11.0;;;;;;;;;;;;;
naturenergie netze GmbH;Elektromobilität;82.0;;;;;Südwest;492.0;1574.0;1673.0;;;;;;;;;;;;;
naturenergie netze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);520.0;;;;;Südwest;541.0;562.0;598.0;;;;;;;;;;;;;
naturenergie netze GmbH;Stand-alone Rechenzentren;0.56;;;;;Südwest;1.6;4.0;5.0;;;;;;;;;;;;;
naturenergie netze GmbH;Elektrolyseure;0.0;;;;;Südwest;1.6;3.2;6.4;;;;;;;;;;;;;
naturenergie netze GmbH;Kleinbatteriespeicher (< 1 MW);95.7;;;;;Südwest;218.0;359.0;366.0;;;;;;;;;;;;;
naturenergie netze GmbH;Großbatteriespeicher (ab 1 MW);4.06;;;;;Südwest;46.0;101.0;118.0;;;;;;;;;;;;;
naturenergie netze GmbH;Pumpspeicher;30.0;;;;;Südwest;31.0;32.0;34.0;;;;;;;;;;;;;
Netze BW GmbH;Photovoltaik auf oder an Gebäuden (MWp);11122.01937;;;;;Südwest;14495.015161792835;18725.074758127037;22214.941392434364;;;;;;;;;;;;;
Netze BW GmbH;Photovoltaik Freifläche (MWp);1076.37543;;;;;Südwest;3376.0131017621816;6773.578527639222;9527.51004484773;;;;;;;;;;;;;
Netze BW GmbH;Windenergie an Land;1970.458521;;;;;Südwest;3409.2848795859636;7953.813742749412;9030.245378435668;;;;;;;;;;;;;
Netze BW GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Netze BW GmbH;Sonstige erneuerbare Erzeugung;1843.572199;;;;;Südwest;1496.5161670519094;1207.3028070951673;918.5201895163066;;;;;;;;;;;;;
Netze BW GmbH;Konventionelle Kraftwerke;1429.27;;;;;Südwest;1243.3957142857143;1088.500476190476;778.71;;;;;;;;;;;;;
Netze BW GmbH;Wärmepumpen (für dezentrale Wärmelösungen);747.0828;;;;;Südwest;2345.8854556570313;5431.011877900944;9535.682354871404;;;;;;;;;;;;;
Netze BW GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;104.1802;;;;;Südwest;176.76046909965055;282.87139538272817;611.5210688267128;;;;;;;;;;;;;
Netze BW GmbH;Elektromobilität;2226.8;;;;;Südwest;13152.5649393379;30449.797213309026;53463.25887775184;;;;;;;;;;;;;
Netze BW GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);6661.8597908;;;;;Südwest;7001.857387488442;7285.188718062143;7851.851379209546;;;;;;;;;;;;;
Netze BW GmbH;Stand-alone Rechenzentren;2.0;;;;;Südwest;59.273885001308834;138.28514124252752;157.0;;;;;;;;;;;;;
Netze BW GmbH;Elektrolyseure;5.66;;;;;Südwest;8.908005553012353;20.0;40.0;;;;;;;;;;;;;
Netze BW GmbH;Kleinbatteriespeicher (< 1 MW);1253.52748;;;;;Südwest;2356.702974281646;5498.154940544659;6242.2492967020535;;;;;;;;;;;;;
Netze BW GmbH;Großbatteriespeicher (ab 1 MW);160.0;;;;;Südwest;1333.9389907241398;2765.580956818998;3323.942122233081;;;;;;;;;;;;;
Netze BW GmbH;Pumpspeicher;370.78;;;;;Südwest;385.4142857142857;397.6095238095238;422.0;;;;;;;;;;;;;
Netze ODR GmbH;Photovoltaik auf oder an Gebäuden (MWp);970.0;;;;;Südwest;1243.0;1366.0;1482.0;;;;;;;;;;;;;
Netze ODR GmbH;Photovoltaik Freifläche (MWp);193.0;;;;;Südwest;674.0;1174.0;1431.0;;;;;;;;;;;;;
Netze ODR GmbH;Windenergie an Land;171.0;;;;;Südwest;684.0;1191.0;1110.0;;;;;;;;;;;;;
Netze ODR GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Netze ODR GmbH;Sonstige erneuerbare Erzeugung;166.0;;;;;Südwest;162.0;157.0;155.0;;;;;;;;;;;;;
Netze ODR GmbH;Konventionelle Kraftwerke;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Netze ODR GmbH;Wärmepumpen (für dezentrale Wärmelösungen);47.0;;;;;Südwest;180.0;390.0;659.0;;;;;;;;;;;;;
Netze ODR GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;Südwest;39.0;81.0;166.0;;;;;;;;;;;;;
Netze ODR GmbH;Elektromobilität;96.0;;;;;Südwest;1177.0;1929.0;2766.0;;;;;;;;;;;;;
Netze ODR GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);408.0;;;;;Südwest;450.0;498.0;548.0;;;;;;;;;;;;;
Netze ODR GmbH;Stand-alone Rechenzentren;0.0;;;;;Südwest;30.0;300.0;300.0;;;;;;;;;;;;;
Netze ODR GmbH;Elektrolyseure;0.0;;;;;Südwest;0.0;12.0;12.0;;;;;;;;;;;;;
Netze ODR GmbH;Kleinbatteriespeicher (< 1 MW);88.0;;;;;Südwest;174.0;246.0;373.0;;;;;;;;;;;;;
Netze ODR GmbH;Großbatteriespeicher (ab 1 MW);8.0;;;;;Südwest;52.0;52.0;52.0;;;;;;;;;;;;;
Netze ODR GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Photovoltaik auf oder an Gebäuden (MWp);42.0;;;;;Südwest;124.0;175.0;223.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Photovoltaik Freifläche (MWp);4.6;;;;;Südwest;45.0;57.0;70.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Windenergie an Land;0.0;;;;;Südwest;0.0;21.0;21.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Sonstige erneuerbare Erzeugung;10.8;;;;;Südwest;10.8;3.8;3.8;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Konventionelle Kraftwerke;26.05;;;;;Südwest;26.05;6.0;0.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);3.2;;;;;Südwest;40.0;63.0;82.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;Südwest;18.0;36.0;56.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Elektromobilität;11.1;;;;;Südwest;200.0;350.0;639.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);136.0;;;;;Südwest;132.0;115.0;106.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Stand-alone Rechenzentren;5.15;;;;;Südwest;10.0;15.0;20.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Elektrolyseure;0.0;;;;;Südwest;1.0;2.0;4.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Kleinbatteriespeicher (< 1 MW);9.2;;;;;Südwest;12.0;25.0;26.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;Südwest;20.0;30.0;40.0;;;;;;;;;;;;;
Stadtwerke Heidelberg Netze GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Photovoltaik auf oder an Gebäuden (MWp);96.0;;;;;Südwest;160.0;303.0;350.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Photovoltaik Freifläche (MWp);0.4;;;;;Südwest;19.0;32.0;74.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Windenergie an Land;4.0;;;;;Südwest;5.0;6.0;6.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Sonstige erneuerbare Erzeugung;0.0;;;;;Südwest;1.0;2.0;2.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Konventionelle Kraftwerke;42.0;;;;;Südwest;54.0;54.0;54.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Wärmepumpen (für dezentrale Wärmelösungen);10.0;;;;;Südwest;69.0;172.0;244.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;0.0;;;;;Südwest;30.0;80.0;100.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Elektromobilität;52.0;;;;;Südwest;200.0;1300.0;1846.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);254.0;;;;;Südwest;251.0;246.0;241.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Stand-alone Rechenzentren;46.0;;;;;Südwest;60.0;110.0;150.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Elektrolyseure;0.0;;;;;Südwest;0.0;3.0;10.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Kleinbatteriespeicher (< 1 MW);24.0;;;;;Südwest;48.0;95.0;120.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;Südwest;12.0;60.0;130.0;;;;;;;;;;;;;
Stadtwerke Karlsruhe Netzservice GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Photovoltaik auf oder an Gebäuden (MWp);151.0;;;;;Südwest;436.0;612.0;676.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Photovoltaik Freifläche (MWp);20.0;;;;;Südwest;130.0;183.0;202.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Windenergie an Land;0.0;;;;;Südwest;134.0;149.0;154.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Sonstige erneuerbare Erzeugung;35.0;;;;;Südwest;33.0;26.0;22.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Konventionelle Kraftwerke;70.0;;;;;Südwest;56.0;60.0;3.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);24.0;;;;;Südwest;146.0;210.0;239.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;2.0;;;;;Südwest;2.0;32.0;32.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Elektromobilität;72.0;;;;;Südwest;455.0;750.0;858.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);194.0;;;;;Südwest;195.0;173.0;169.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Stand-alone Rechenzentren;3.0;;;;;Südwest;20.0;33.0;33.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Elektrolyseure;0.0;;;;;Südwest;6.0;21.0;32.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Kleinbatteriespeicher (< 1 MW);23.0;;;;;Südwest;148.0;187.0;204.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Großbatteriespeicher (ab 1 MW);0.0;;;;;Südwest;16.0;28.0;57.0;;;;;;;;;;;;;
Stadtwerke Ulm/Neu-Ulm Netze GmbH;Pumpspeicher;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Photovoltaik auf oder an Gebäuden (MWp);125.0;;;;;Südwest;253.0;380.0;633.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Photovoltaik Freifläche (MWp);0.0;;;;;Südwest;3.0;6.0;12.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Windenergie an Land;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Windenergie auf See;0.0;;;;;Südwest;0.0;0.0;0.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Sonstige erneuerbare Erzeugung;21.0;;;;;Südwest;21.0;21.0;21.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Konventionelle Kraftwerke;267.0;;;;;Südwest;344.0;332.0;280.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Wärmepumpen (für dezentrale Wärmelösungen);19.0;;;;;Südwest;117.0;216.0;343.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Elektrischer Bedarf für zentrale Wärmelösungen;8.0;;;;;Südwest;172.0;337.0;442.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Elektromobilität;108.0;;;;;Südwest;764.0;1202.0;1770.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Konventionelle Last (umfasst Haushalte, Gewerbe, Handel, Industrie, Landwirtschaft);522.0;;;;;Südwest;509.0;496.0;470.0;;;;;;;;;;;;;
Stuttgart Netze GmbH;Stand-alone Rechenzentren;12.0;;;;;Südwest;33.0;54.0;96.0;;;;;;;;;;;;;
